trace_number,ffid,sx,sy,gx,gy
937,5,2853.333,0,7500,0
938,5,2853.333,0,7550,0
939,5,2853.333,0,7600,0
940,5,2853.333,0,7650,0
941,5,2853.333,0,7700,0
942,5,2853.333,0,7750,0
943,5,2853.333,0,7800,0
944,5,2853.333,0,7850,0
945,5,2853.333,0,7900,0
946,5,2853.333,0,7950,0
947,5,2853.333,0,8000,0
948,5,2853.333,0,8050,0
949,5,2853.333,0,8100,0
950,5,2853.333,0,8150,0
951,5,2853.333,0,8200,0
952,5,2853.333,0,8250,0
953,5,2853.333,0,8300,0
954,5,2853.333,0,8350,0
955,5,2853.333,0,8400,0
956,5,2853.333,0,8450,0
957,5,2853.333,0,8500,0
958,5,2853.333,0,8550,0
959,5,2853.333,0,8600,0
960,5,2853.333,0,8650,0
961,5,2853.333,0,8700,0
962,5,2853.333,0,8750,0
963,5,2853.333,0,8800,0
964,5,2853.333,0,8850,0
965,5,2853.333,0,8900,0
966,5,2853.333,0,8950,0
967,5,2853.333,0,9000,0
968,5,2853.333,0,9050,0
969,5,2853.333,0,9100,0
970,5,2853.333,0,9150,0
971,5,2853.333,0,9200,0
972,5,2853.333,0,9250,0
973,5,2853.333,0,9300,0
974,5,2853.333,0,9350,0
975,5,2853.333,0,9400,0
976,5,2853.333,0,9450,0
977,5,2853.333,0,9500,0
978,5,2853.333,0,9550,0
979,5,2853.333,0,9600,0
980,5,2853.333,0,9650,0
981,5,2853.333,0,9700,0
982,5,2853.333,0,9750,0
983,5,2853.333,0,9800,0
984,5,2853.333,0,9850,0
985,5,2853.333,0,9900,0
986,6,3466.666,0,100,0
987,6,3466.666,0,150,0
988,6,3466.666,0,200,0
989,6,3466.666,0,250,0
990,6,3466.666,0,300,0
991,6,3466.666,0,350,0
992,6,3466.666,0,400,0
993,6,3466.666,0,450,0
994,6,3466.666,0,500,0
995,6,3466.666,0,550,0
996,6,3466.666,0,600,0
997,6,3466.666,0,650,0
998,6,3466.666,0,700,0
999,6,3466.666,0,750,0
1000,6,3466.666,0,800,0
1001,6,3466.666,0,850,0
1002,6,3466.666,0,900,0
1003,6,3466.666,0,950,0
1004,6,3466.666,0,1000,0
1005,6,3466.666,0,1050,0
1006,6,3466.666,0,1100,0
1007,6,3466.666,0,1150,0
1008,6,3466.666,0,1200,0
1009,6,3466.666,0,1250,0
1010,6,3466.666,0,1300,0
1011,6,3466.666,0,1350,0
1012,6,3466.666,0,1400,0
1013,6,3466.666,0,1450,0
1014,6,3466.666,0,1500,0
1015,6,3466.666,0,1550,0
1016,6,3466.666,0,1600,0
1017,6,3466.666,0,1650,0
1018,6,3466.666,0,1700,0
1019,6,3466.666,0,1750,0
1020,6,3466.666,0,1800,0
1021,6,3466.666,0,1850,0
1022,6,3466.666,0,1900,0
1023,6,3466.666,0,1950,0
1024,6,3466.666,0,2000,0
1025,6,3466.666,0,2050,0
1026,6,3466.666,0,2100,0
1027,6,3466.666,0,2150,0
1028,6,3466.666,0,2200,0
1029,6,3466.666,0,2250,0
1030,6,3466.666,0,2300,0
1031,6,3466.666,0,2350,0
1032,6,3466.666,0,2400,0
1033,6,3466.666,0,2450,0
1034,6,3466.666,0,2500,0
1035,6,3466.666,0,2550,0
1036,6,3466.666,0,2600,0
1037,6,3466.666,0,2650,0
1038,6,3466.666,0,2700,0
1039,6,3466.666,0,2750,0
1040,6,3466.666,0,2800,0
1041,6,3466.666,0,2850,0
1042,6,3466.666,0,2900,0
1043,6,3466.666,0,2950,0
1044,6,3466.666,0,3000,0
1045,6,3466.666,0,3050,0
1046,6,3466.666,0,3100,0
1047,6,3466.666,0,3150,0
1048,6,3466.666,0,3200,0
1049,6,3466.666,0,3250,0
1050,6,3466.666,0,3300,0
1051,6,3466.666,0,3350,0
1052,6,3466.666,0,3400,0
1053,6,3466.666,0,3450,0
1054,6,3466.666,0,3500,0
1055,6,3466.666,0,3550,0
1056,6,3466.666,0,3600,0
1057,6,3466.666,0,3650,0
1058,6,3466.666,0,3700,0
1059,6,3466.666,0,3750,0
1060,6,3466.666,0,3800,0
1061,6,3466.666,0,3850,0
1062,6,3466.666,0,3900,0
1063,6,3466.666,0,3950,0
1064,6,3466.666,0,4000,0
1065,6,3466.666,0,4050,0
1066,6,3466.666,0,4100,0
1067,6,3466.666,0,4150,0
1068,6,3466.666,0,4200,0
1069,6,3466.666,0,4250,0
1070,6,3466.666,0,4300,0
1071,6,3466.666,0,4350,0
1072,6,3466.666,0,4400,0
1073,6,3466.666,0,4450,0
1074,6,3466.666,0,4500,0
1075,6,3466.666,0,4550,0
1076,6,3466.666,0,4600,0
1077,6,3466.666,0,4650,0
1078,6,3466.666,0,4700,0
1079,6,3466.666,0,4750,0
1080,6,3466.666,0,4800,0
1081,6,3466.666,0,4850,0
1082,6,3466.666,0,4900,0
1083,6,3466.666,0,4950,0
1084,6,3466.666,0,5000,0
1085,6,3466.666,0,5050,0
1086,6,3466.666,0,5100,0
1087,6,3466.666,0,5150,0
1088,6,3466.666,0,5200,0
1089,6,3466.666,0,5250,0
1090,6,3466.666,0,5300,0
1091,6,3466.666,0,5350,0
1092,6,3466.666,0,5400,0
1093,6,3466.666,0,5450,0
1094,6,3466.666,0,5500,0
1095,6,3466.666,0,5550,0
1096,6,3466.666,0,5600,0
1097,6,3466.666,0,5650,0
1098,6,3466.666,0,5700,0
1099,6,3466.666,0,5750,0
1100,6,3466.666,0,5800,0
1101,6,3466.666,0,5850,0
1102,6,3466.666,0,5900,0
1103,6,3466.666,0,5950,0
1104,6,3466.666,0,6000,0
1105,6,3466.666,0,6050,0
1106,6,3466.666,0,6100,0
1107,6,3466.666,0,6150,0
1108,6,3466.666,0,6200,0
1109,6,3466.666,0,6250,0
1110,6,3466.666,0,6300,0
1111,6,3466.666,0,6350,0
1112,6,3466.666,0,6400,0
1113,6,3466.666,0,6450,0
1114,6,3466.666,0,6500,0
1115,6,3466.666,0,6550,0
1116,6,3466.666,0,6600,0
1117,6,3466.666,0,6650,0
1118,6,3466.666,0,6700,0
1119,6,3466.666,0,6750,0
1120,6,3466.666,0,6800,0
1121,6,3466.666,0,6850,0
1122,6,3466.666,0,6900,0
1123,6,3466.666,0,6950,0
1124,6,3466.666,0,7000,0
1125,6,3466.666,0,7050,0
1126,6,3466.666,0,7100,0
1127,6,3466.666,0,7150,0
1128,6,3466.666,0,7200,0
1129,6,3466.666,0,7250,0
1130,6,3466.666,0,7300,0
1131,6,3466.666,0,7350,0
1132,6,3466.666,0,7400,0
1133,6,3466.666,0,7450,0
1134,6,3466.666,0,7500,0
1135,6,3466.666,0,7550,0
1136,6,3466.666,0,7600,0
1137,6,3466.666,0,7650,0
1138,6,3466.666,0,7700,0
1139,6,3466.666,0,7750,0
1140,6,3466.666,0,7800,0
1141,6,3466.666,0,7850,0
1142,6,3466.666,0,7900,0
1143,6,3466.666,0,7950,0
1144,6,3466.666,0,8000,0
1145,6,3466.666,0,8050,0
1146,6,3466.666,0,8100,0
1147,6,3466.666,0,8150,0
1148,6,3466.666,0,8200,0
1149,6,3466.666,0,8250,0
1150,6,3466.666,0,8300,0
1151,6,3466.666,0,8350,0
1152,6,3466.666,0,8400,0
1153,6,3466.666,0,8450,0
1154,6,3466.666,0,8500,0
1155,6,3466.666,0,8550,0
1156,6,3466.666,0,8600,0
1157,6,3466.666,0,8650,0
1158,6,3466.666,0,8700,0
1159,6,3466.666,0,8750,0
1160,6,3466.666,0,8800,0
1161,6,3466.666,0,8850,0
1162,6,3466.666,0,8900,0
1163,6,3466.666,0,8950,0
1164,6,3466.666,0,9000,0
1165,6,3466.666,0,9050,0
1166,6,3466.666,0,9100,0
1167,6,3466.666,0,9150,0
1168,6,3466.666,0,9200,0
1169,6,3466.666,0,9250,0
1170,6,3466.666,0,9300,0
1171,6,3466.666,0,9350,0
1172,6,3466.666,0,9400,0
1173,6,3466.666,0,9450,0
1174,6,3466.666,0,9500,0
1175,6,3466.666,0,9550,0
1176,6,3466.666,0,9600,0
1177,6,3466.666,0,9650,0
1178,6,3466.666,0,9700,0
1179,6,3466.666,0,9750,0
1180,6,3466.666,0,9800,0
1181,6,3466.666,0,9850,0
1182,6,3466.666,0,9900,0
1183,7,4080,0,100,0
1184,7,4080,0,150,0
1185,7,4080,0,200,0
1186,7,4080,0,250,0
1187,7,4080,0,300,0
1188,7,4080,0,350,0
1189,7,4080,0,400,0
1190,7,4080,0,450,0
1191,7,4080,0,500,0
1192,7,4080,0,550,0
1193,7,4080,0,600,0
1194,7,4080,0,650,0
1195,7,4080,0,700,0
1196,7,4080,0,750,0
1197,7,4080,0,800,0
1198,7,4080,0,850,0
1199,7,4080,0,900,0
1200,7,4080,0,950,0
1201,7,4080,0,1000,0
1202,7,4080,0,1050,0
1203,7,4080,0,1100,0
1204,7,4080,0,1150,0
1205,7,4080,0,1200,0
1206,7,4080,0,1250,0
1207,7,4080,0,1300,0
1208,7,4080,0,1350,0
1209,7,4080,0,1400,0
1210,7,4080,0,1450,0
1211,7,4080,0,1500,0
1212,7,4080,0,1550,0
1213,7,4080,0,1600,0
1214,7,4080,0,1650,0
1215,7,4080,0,1700,0
1216,7,4080,0,1750,0
1217,7,4080,0,1800,0
1218,7,4080,0,1850,0
1219,7,4080,0,1900,0
1220,7,4080,0,1950,0
1221,7,4080,0,2000,0
1222,7,4080,0,2050,0
1223,7,4080,0,2100,0
1224,7,4080,0,2150,0
1225,7,4080,0,2200,0
1226,7,4080,0,2250,0
1227,7,4080,0,2300,0
1228,7,4080,0,2350,0
1229,7,4080,0,2400,0
1230,7,4080,0,2450,0
1231,7,4080,0,2500,0
1232,7,4080,0,2550,0
1233,7,4080,0,2600,0
1234,7,4080,0,2650,0
1235,7,4080,0,2700,0
1236,7,4080,0,2750,0
1237,7,4080,0,2800,0
1238,7,4080,0,2850,0
1239,7,4080,0,2900,0
1240,7,4080,0,2950,0
1241,7,4080,0,3000,0
1242,7,4080,0,3050,0
1243,7,4080,0,3100,0
1244,7,4080,0,3150,0
1245,7,4080,0,3200,0
1246,7,4080,0,3250,0
1247,7,4080,0,3300,0
1248,7,4080,0,3350,0
1249,7,4080,0,3400,0
1250,7,4080,0,3450,0
1251,7,4080,0,3500,0
1252,7,4080,0,3550,0
1253,7,4080,0,3600,0
1254,7,4080,0,3650,0
1255,7,4080,0,3700,0
1256,7,4080,0,3750,0
1257,7,4080,0,3800,0
1258,7,4080,0,3850,0
1259,7,4080,0,3900,0
1260,7,4080,0,3950,0
1261,7,4080,0,4000,0
1262,7,4080,0,4050,0
1263,7,4080,0,4100,0
1264,7,4080,0,4150,0
1265,7,4080,0,4200,0
1266,7,4080,0,4250,0
1267,7,4080,0,4300,0
1268,7,4080,0,4350,0
1269,7,4080,0,4400,0
1270,7,4080,0,4450,0
1271,7,4080,0,4500,0
1272,7,4080,0,4550,0
1273,7,4080,0,4600,0
1274,7,4080,0,4650,0
1275,7,4080,0,4700,0
1276,7,4080,0,4750,0
1277,7,4080,0,4800,0
1278,7,4080,0,4850,0
1279,7,4080,0,4900,0
1280,7,4080,0,4950,0
1281,7,4080,0,5000,0
1282,7,4080,0,5050,0
1283,7,4080,0,5100,0
1284,7,4080,0,5150,0
1285,7,4080,0,5200,0
1286,7,4080,0,5250,0
1287,7,4080,0,5300,0
1288,7,4080,0,5350,0
1289,7,4080,0,5400,0
1290,7,4080,0,5450,0
1291,7,4080,0,5500,0
1292,7,4080,0,5550,0
1293,7,4080,0,5600,0
1294,7,4080,0,5650,0
1295,7,4080,0,5700,0
1296,7,4080,0,5750,0
1297,7,4080,0,5800,0
1298,7,4080,0,5850,0
1299,7,4080,0,5900,0
1300,7,4080,0,5950,0
1301,7,4080,0,6000,0
1302,7,4080,0,6050,0
1303,7,4080,0,6100,0
1304,7,4080,0,6150,0
1305,7,4080,0,6200,0
1306,7,4080,0,6250,0
1307,7,4080,0,6300,0
1308,7,4080,0,6350,0
1309,7,4080,0,6400,0
1310,7,4080,0,6450,0
1311,7,4080,0,6500,0
1312,7,4080,0,6550,0
1313,7,4080,0,6600,0
1314,7,4080,0,6650,0
1315,7,4080,0,6700,0
1316,7,4080,0,6750,0
1317,7,4080,0,6800,0
1318,7,4080,0,6850,0
1319,7,4080,0,6900,0
1320,7,4080,0,6950,0
1321,7,4080,0,7000,0
1322,7,4080,0,7050,0
1323,7,4080,0,7100,0
1324,7,4080,0,7150,0
1325,7,4080,0,7200,0
1326,7,4080,0,7250,0
1327,7,4080,0,7300,0
1328,7,4080,0,7350,0
1329,7,4080,0,7400,0
1330,7,4080,0,7450,0
1331,7,4080,0,7500,0
1332,7,4080,0,7550,0
1333,7,4080,0,7600,0
1334,7,4080,0,7650,0
1335,7,4080,0,7700,0
1336,7,4080,0,7750,0
1337,7,4080,0,7800,0
1338,7,4080,0,7850,0
1339,7,4080,0,7900,0
1340,7,4080,0,7950,0
1341,7,4080,0,8000,0
1342,7,4080,0,8050,0
1343,7,4080,0,8100,0
1344,7,4080,0,8150,0
1345,7,4080,0,8200,0
1346,7,4080,0,8250,0
1347,7,4080,0,8300,0
1348,7,4080,0,8350,0
1349,7,4080,0,8400,0
1350,7,4080,0,8450,0
1351,7,4080,0,8500,0
1352,7,4080,0,8550,0
1353,7,4080,0,8600,0
1354,7,4080,0,8650,0
1355,7,4080,0,8700,0
1356,7,4080,0,8750,0
1357,7,4080,0,8800,0
1358,7,4080,0,8850,0
1359,7,4080,0,8900,0
1360,7,4080,0,8950,0
1361,7,4080,0,9000,0
1362,7,4080,0,9050,0
1363,7,4080,0,9100,0
1364,7,4080,0,9150,0
1365,7,4080,0,9200,0
1366,7,4080,0,9250,0
1367,7,4080,0,9300,0
1368,7,4080,0,9350,0
1369,7,4080,0,9400,0
1370,7,4080,0,9450,0
1371,7,4080,0,9500,0
1372,7,4080,0,9550,0
1373,7,4080,0,9600,0
1374,7,4080,0,9650,0
1375,7,4080,0,9700,0
1376,7,4080,0,9750,0
1377,7,4080,0,9800,0
1378,7,4080,0,9850,0
1379,7,4080,0,9900,0
1380,8,4693.334,0,100,0
1381,8,4693.334,0,150,0
1382,8,4693.334,0,200,0
1383,8,4693.334,0,250,0
1384,8,4693.334,0,300,0
1385,8,4693.334,0,350,0
1386,8,4693.334,0,400,0
1387,8,4693.334,0,450,0
1388,8,4693.334,0,500,0
1389,8,4693.334,0,550,0
1390,8,4693.334,0,600,0
1391,8,4693.334,0,650,0
1392,8,4693.334,0,700,0
1393,8,4693.334,0,750,0
1394,8,4693.334,0,800,0
1395,8,4693.334,0,850,0
1396,8,4693.334,0,900,0
1397,8,4693.334,0,950,0
1398,8,4693.334,0,1000,0
1399,8,4693.334,0,1050,0
1400,8,4693.334,0,1100,0
1401,8,4693.334,0,1150,0
1402,8,4693.334,0,1200,0
1403,8,4693.334,0,1250,0
1404,8,4693.334,0,1300,0
1405,8,4693.334,0,1350,0
1406,8,4693.334,0,1400,0
1407,8,4693.334,0,1450,0
1408,8,4693.334,0,1500,0
1409,8,4693.334,0,1550,0
1410,8,4693.334,0,1600,0
1411,8,4693.334,0,1650,0
1412,8,4693.334,0,1700,0
1413,8,4693.334,0,1750,0
1414,8,4693.334,0,1800,0
1415,8,4693.334,0,1850,0
1416,8,4693.334,0,1900,0
1417,8,4693.334,0,1950,0
1418,8,4693.334,0,2000,0
1419,8,4693.334,0,2050,0
1420,8,4693.334,0,2100,0
1421,8,4693.334,0,2150,0
1422,8,4693.334,0,2200,0
1423,8,4693.334,0,2250,0
1424,8,4693.334,0,2300,0
1425,8,4693.334,0,2350,0
1426,8,4693.334,0,2400,0
1427,8,4693.334,0,2450,0
1428,8,4693.334,0,2500,0
1429,8,4693.334,0,2550,0
1430,8,4693.334,0,2600,0
1431,8,4693.334,0,2650,0
1432,8,4693.334,0,2700,0
1433,8,4693.334,0,2750,0
1434,8,4693.334,0,2800,0
1435,8,4693.334,0,2850,0
1436,8,4693.334,0,2900,0
1437,8,4693.334,0,2950,0
1438,8,4693.334,0,3000,0
1439,8,4693.334,0,3050,0
1440,8,4693.334,0,3100,0
1441,8,4693.334,0,3150,0
1442,8,4693.334,0,3200,0
1443,8,4693.334,0,3250,0
1444,8,4693.334,0,3300,0
1445,8,4693.334,0,3350,0
1446,8,4693.334,0,3400,0
1447,8,4693.334,0,3450,0
1448,8,4693.334,0,3500,0
1449,8,4693.334,0,3550,0
1450,8,4693.334,0,3600,0
1451,8,4693.334,0,3650,0
1452,8,4693.334,0,3700,0
1453,8,4693.334,0,3750,0
1454,8,4693.334,0,3800,0
1455,8,4693.334,0,3850,0
1456,8,4693.334,0,3900,0
1457,8,4693.334,0,3950,0
1458,8,4693.334,0,4000,0
1459,8,4693.334,0,4050,0
1460,8,4693.334,0,4100,0
1461,8,4693.334,0,4150,0
1462,8,4693.334,0,4200,0
1463,8,4693.334,0,4250,0
1464,8,4693.334,0,4300,0
1465,8,4693.334,0,4350,0
1466,8,4693.334,0,4400,0
1467,8,4693.334,0,4450,0
1468,8,4693.334,0,4500,0
1469,8,4693.334,0,4550,0
1470,8,4693.334,0,4600,0
1471,8,4693.334,0,4650,0
1472,8,4693.334,0,4700,0
1473,8,4693.334,0,4750,0
1474,8,4693.334,0,4800,0
1475,8,4693.334,0,4850,0
1476,8,4693.334,0,4900,0
1477,8,4693.334,0,4950,0
1478,8,4693.334,0,5000,0
1479,8,4693.334,0,5050,0
1480,8,4693.334,0,5100,0
1481,8,4693.334,0,5150,0
1482,8,4693.334,0,5200,0
1483,8,4693.334,0,5250,0
1484,8,4693.334,0,5300,0
1485,8,4693.334,0,5350,0
1486,8,4693.334,0,5400,0
1487,8,4693.334,0,5450,0
1488,8,4693.334,0,5500,0
1489,8,4693.334,0,5550,0
1490,8,4693.334,0,5600,0
1491,8,4693.334,0,5650,0
1492,8,4693.334,0,5700,0
1493,8,4693.334,0,5750,0
1494,8,4693.334,0,5800,0
1495,8,4693.334,0,5850,0
1496,8,4693.334,0,5900,0
1497,8,4693.334,0,5950,0
1498,8,4693.334,0,6000,0
1499,8,4693.334,0,6050,0
1500,8,4693.334,0,6100,0
1501,8,4693.334,0,6150,0
1502,8,4693.334,0,6200,0
1503,8,4693.334,0,6250,0
1504,8,4693.334,0,6300,0
1505,8,4693.334,0,6350,0
1506,8,4693.334,0,6400,0
1507,8,4693.334,0,6450,0
1508,8,4693.334,0,6500,0
1509,8,4693.334,0,6550,0
1510,8,4693.334,0,6600,0
1511,8,4693.334,0,6650,0
1512,8,4693.334,0,6700,0
1513,8,4693.334,0,6750,0
1514,8,4693.334,0,6800,0
1515,8,4693.334,0,6850,0
1516,8,4693.334,0,6900,0
1517,8,4693.334,0,6950,0
1518,8,4693.334,0,7000,0
1519,8,4693.334,0,7050,0
1520,8,4693.334,0,7100,0
1521,8,4693.334,0,7150,0
1522,8,4693.334,0,7200,0
1523,8,4693.334,0,7250,0
1524,8,4693.334,0,7300,0
1525,8,4693.334,0,7350,0
1526,8,4693.334,0,7400,0
1527,8,4693.334,0,7450,0
1528,8,4693.334,0,7500,0
1529,8,4693.334,0,7550,0
1530,8,4693.334,0,7600,0
1531,8,4693.334,0,7650,0
1532,8,4693.334,0,7700,0
1533,8,4693.334,0,7750,0
1534,8,4693.334,0,7800,0
1535,8,4693.334,0,7850,0
1536,8,4693.334,0,7900,0
1537,8,4693.334,0,7950,0
1538,8,4693.334,0,8000,0
1539,8,4693.334,0,8050,0
1540,8,4693.334,0,8100,0
1541,8,4693.334,0,8150,0
1542,8,4693.334,0,8200,0
1543,8,4693.334,0,8250,0
1544,8,4693.334,0,8300,0
1545,8,4693.334,0,8350,0
1546,8,4693.334,0,8400,0
1547,8,4693.334,0,8450,0
1548,8,4693.334,0,8500,0
1549,8,4693.334,0,8550,0
1550,8,4693.334,0,8600,0
1551,8,4693.334,0,8650,0
1552,8,4693.334,0,8700,0
1553,8,4693.334,0,8750,0
1554,8,4693.334,0,8800,0
1555,8,4693.334,0,8850,0
1556,8,4693.334,0,8900,0
1557,8,4693.334,0,8950,0
1558,8,4693.334,0,9000,0
1559,8,4693.334,0,9050,0
1560,8,4693.334,0,9100,0
1561,8,4693.334,0,9150,0
1562,8,4693.334,0,9200,0
1563,8,4693.334,0,9250,0
1564,8,4693.334,0,9300,0
1565,8,4693.334,0,9350,0
1566,8,4693.334,0,9400,0
1567,8,4693.334,0,9450,0
1568,8,4693.334,0,9500,0
1569,8,4693.334,0,9550,0
1570,8,4693.334,0,9600,0
1571,8,4693.334,0,9650,0
1572,8,4693.334,0,9700,0
1573,8,4693.334,0,9750,0
1574,8,4693.334,0,9800,0
1575,8,4693.334,0,9850,0
1576,8,4693.334,0,9900,0
1577,9,5306.666,0,100,0
1578,9,5306.666,0,150,0
1579,9,5306.666,0,200,0
1580,9,5306.666,0,250,0
1581,9,5306.666,0,300,0
1582,9,5306.666,0,350,0
1583,9,5306.666,0,400,0
1584,9,5306.666,0,450,0
1585,9,5306.666,0,500,0
1586,9,5306.666,0,550,0
1587,9,5306.666,0,600,0
1588,9,5306.666,0,650,0
1589,9,5306.666,0,700,0
1590,9,5306.666,0,750,0
1591,9,5306.666,0,800,0
1592,9,5306.666,0,850,0
1593,9,5306.666,0,900,0
1594,9,5306.666,0,950,0
1595,9,5306.666,0,1000,0
1596,9,5306.666,0,1050,0
1597,9,5306.666,0,1100,0
1598,9,5306.666,0,1150,0
1599,9,5306.666,0,1200,0
1600,9,5306.666,0,1250,0
1601,9,5306.666,0,1300,0
1602,9,5306.666,0,1350,0
1603,9,5306.666,0,1400,0
1604,9,5306.666,0,1450,0
1605,9,5306.666,0,1500,0
1606,9,5306.666,0,1550,0
1607,9,5306.666,0,1600,0
1608,9,5306.666,0,1650,0
1609,9,5306.666,0,1700,0
1610,9,5306.666,0,1750,0
1611,9,5306.666,0,1800,0
1612,9,5306.666,0,1850,0
1613,9,5306.666,0,1900,0
1614,9,5306.666,0,1950,0
1615,9,5306.666,0,2000,0
1616,9,5306.666,0,2050,0
1617,9,5306.666,0,2100,0
1618,9,5306.666,0,2150,0
1619,9,5306.666,0,2200,0
1620,9,5306.666,0,2250,0
1621,9,5306.666,0,2300,0
1622,9,5306.666,0,2350,0
1623,9,5306.666,0,2400,0
1624,9,5306.666,0,2450,0
1625,9,5306.666,0,2500,0
1626,9,5306.666,0,2550,0
1627,9,5306.666,0,2600,0
1628,9,5306.666,0,2650,0
1629,9,5306.666,0,2700,0
1630,9,5306.666,0,2750,0
1631,9,5306.666,0,2800,0
1632,9,5306.666,0,2850,0
1633,9,5306.666,0,2900,0
1634,9,5306.666,0,2950,0
1635,9,5306.666,0,3000,0
1636,9,5306.666,0,3050,0
1637,9,5306.666,0,3100,0
1638,9,5306.666,0,3150,0
1639,9,5306.666,0,3200,0
1640,9,5306.666,0,3250,0
1641,9,5306.666,0,3300,0
1642,9,5306.666,0,3350,0
1643,9,5306.666,0,3400,0
1644,9,5306.666,0,3450,0
1645,9,5306.666,0,3500,0
1646,9,5306.666,0,3550,0
1647,9,5306.666,0,3600,0
1648,9,5306.666,0,3650,0
1649,9,5306.666,0,3700,0
1650,9,5306.666,0,3750,0
1651,9,5306.666,0,3800,0
1652,9,5306.666,0,3850,0
1653,9,5306.666,0,3900,0
1654,9,5306.666,0,3950,0
1655,9,5306.666,0,4000,0
1656,9,5306.666,0,4050,0
1657,9,5306.666,0,4100,0
1658,9,5306.666,0,4150,0
1659,9,5306.666,0,4200,0
1660,9,5306.666,0,4250,0
1661,9,5306.666,0,4300,0
1662,9,5306.666,0,4350,0
1663,9,5306.666,0,4400,0
1664,9,5306.666,0,4450,0
1665,9,5306.666,0,4500,0
1666,9,5306.666,0,4550,0
1667,9,5306.666,0,4600,0
1668,9,5306.666,0,4650,0
1669,9,5306.666,0,4700,0
1670,9,5306.666,0,4750,0
1671,9,5306.666,0,4800,0
1672,9,5306.666,0,4850,0
1673,9,5306.666,0,4900,0
1674,9,5306.666,0,4950,0
1675,9,5306.666,0,5000,0
1676,9,5306.666,0,5050,0
1677,9,5306.666,0,5100,0
1678,9,5306.666,0,5150,0
1679,9,5306.666,0,5200,0
1680,9,5306.666,0,5250,0
1681,9,5306.666,0,5300,0
1682,9,5306.666,0,5350,0
1683,9,5306.666,0,5400,0
1684,9,5306.666,0,5450,0
1685,9,5306.666,0,5500,0
1686,9,5306.666,0,5550,0
1687,9,5306.666,0,5600,0
1688,9,5306.666,0,5650,0
1689,9,5306.666,0,5700,0
1690,9,5306.666,0,5750,0
1691,9,5306.666,0,5800,0
1692,9,5306.666,0,5850,0
1693,9,5306.666,0,5900,0
1694,9,5306.666,0,5950,0
1695,9,5306.666,0,6000,0
1696,9,5306.666,0,6050,0
1697,9,5306.666,0,6100,0
1698,9,5306.666,0,6150,0
1699,9,5306.666,0,6200,0
1700,9,5306.666,0,6250,0
1701,9,5306.666,0,6300,0
1702,9,5306.666,0,6350,0
1703,9,5306.666,0,6400,0
1704,9,5306.666,0,6450,0
1705,9,5306.666,0,6500,0
1706,9,5306.666,0,6550,0
1707,9,5306.666,0,6600,0
1708,9,5306.666,0,6650,0
1709,9,5306.666,0,6700,0
1710,9,5306.666,0,6750,0
1711,9,5306.666,0,6800,0
1712,9,5306.666,0,6850,0
1713,9,5306.666,0,6900,0
1714,9,5306.666,0,6950,0
1715,9,5306.666,0,7000,0
1716,9,5306.666,0,7050,0
1717,9,5306.666,0,7100,0
1718,9,5306.666,0,7150,0
1719,9,5306.666,0,7200,0
1720,9,5306.666,0,7250,0
1721,9,5306.666,0,7300,0
1722,9,5306.666,0,7350,0
1723,9,5306.666,0,7400,0
1724,9,5306.666,0,7450,0
1725,9,5306.666,0,7500,0
1726,9,5306.666,0,7550,0
1727,9,5306.666,0,7600,0
1728,9,5306.666,0,7650,0
1729,9,5306.666,0,7700,0
1730,9,5306.666,0,7750,0
1731,9,5306.666,0,7800,0
1732,9,5306.666,0,7850,0
1733,9,5306.666,0,7900,0
1734,9,5306.666,0,7950,0
1735,9,5306.666,0,8000,0
1736,9,5306.666,0,8050,0
1737,9,5306.666,0,8100,0
1738,9,5306.666,0,8150,0
1739,9,5306.666,0,8200,0
1740,9,5306.666,0,8250,0
1741,9,5306.666,0,8300,0
1742,9,5306.666,0,8350,0
1743,9,5306.666,0,8400,0
1744,9,5306.666,0,8450,0
1745,9,5306.666,0,8500,0
1746,9,5306.666,0,8550,0
1747,9,5306.666,0,8600,0
1748,9,5306.666,0,8650,0
1749,9,5306.666,0,8700,0
1750,9,5306.666,0,8750,0
1751,9,5306.666,0,8800,0
1752,9,5306.666,0,8850,0
1753,9,5306.666,0,8900,0
1754,9,5306.666,0,8950,0
1755,9,5306.666,0,9000,0
1756,9,5306.666,0,9050,0
1757,9,5306.666,0,9100,0
1758,9,5306.666,0,9150,0
1759,9,5306.666,0,9200,0
1760,9,5306.666,0,9250,0
1761,9,5306.666,0,9300,0
1762,9,5306.666,0,9350,0
1763,9,5306.666,0,9400,0
1764,9,5306.666,0,9450,0
1765,9,5306.666,0,9500,0
1766,9,5306.666,0,9550,0
1767,9,5306.666,0,9600,0
1768,9,5306.666,0,9650,0
1769,9,5306.666,0,9700,0
1770,9,5306.666,0,9750,0
1771,9,5306.666,0,9800,0
1772,9,5306.666,0,9850,0
1773,9,5306.666,0,9900,0
1774,10,5920,0,100,0
1775,10,5920,0,150,0
1776,10,5920,0,200,0
1777,10,5920,0,250,0
1778,10,5920,0,300,0
1779,10,5920,0,350,0
1780,10,5920,0,400,0
1781,10,5920,0,450,0
1782,10,5920,0,500,0
1783,10,5920,0,550,0
1784,10,5920,0,600,0
1785,10,5920,0,650,0
1786,10,5920,0,700,0
1787,10,5920,0,750,0
1788,10,5920,0,800,0
1789,10,5920,0,850,0
1790,10,5920,0,900,0
1791,10,5920,0,950,0
1792,10,5920,0,1000,0
